id,clip_code,sentence,storage_path,created_at,student_id,stimulus_set,sentence_code,condition
794dbd30-87ba-429c-8335-2fe07b266986,b11901052_alpha2_c2,I think I shouldn't look directly at them.,/clips/b11901052/alpha2_c2.wav,2026-06-05 14:54:51.258312+00,b11901052,alpha,alpha2,c2
795aa0eb-c3c0-4115-b043-f865b202019e,b11901052_gamma4_c3a,Of course it's true and it hurts so bad.,/clips/b11901052/gamma4_c3a.wav,2026-06-05 14:54:51.258312+00,b11901052,gamma,gamma4,c3a
7babc447-b7b9-404c-b691-42d59b84d2c7,b11901052_gamma3_c3a,What is the matter with your hand?,/clips/b11901052/gamma3_c3a.wav,2026-06-05 14:54:51.258312+00,b11901052,gamma,gamma3,c3a
7d3fecba-b701-4aeb-bbbb-d2a9ad3a10ef,r14922a21_alpha3_c3b,Half the guys out there have makeup on.,/clips/r14922a21/alpha3_c3b.wav,2026-06-05 14:54:51.258312+00,r14922a21,alpha,alpha3,c3b
7de0f8f5-42c1-49ba-8e97-3ac80503763c,r12323023_beta3_c3b,"Wow, I really get crabby when I cook.",/clips/r12323023/beta3_c3b.wav,2026-06-05 14:54:51.258312+00,r12323023,beta,beta3,c3b
7e911251-b77f-42c7-9790-b6d3d159cd1a,r14525071_beta3_c3a,"Wow, I really get crabby when I cook.",/clips/r14525071/beta3_c3a.wav,2026-06-05 14:54:51.258312+00,r14525071,beta,beta3,c3a
7f4fe70a-6960-4aa2-9c95-f5be3e312f31,r14922a21_beta4_c2,What kind of discount do we get?,/clips/r14922a21/beta4_c2.wav,2026-06-05 14:54:51.258312+00,r14922a21,beta,beta4,c2
7f57ccc5-3c45-47b0-b5cc-4c7ffb4821a2,r14525071_beta5_c2,I think it's gonna be really hard.,/clips/r14525071/beta5_c2.wav,2026-06-05 14:54:51.258312+00,r14525071,beta,beta5,c2
7fc8442a-a422-4df2-9f7c-0184782681ef,r12323023_gamma5_c3b,There's a side of steamed vegetables.,/clips/r12323023/gamma5_c3b.wav,2026-06-05 14:54:51.258312+00,r12323023,gamma,gamma5,c3b
80792ed4-9217-4c19-9679-8cd43e361f35,b11901052_gamma3_c2,What is the matter with your hand?,/clips/b11901052/gamma3_c2.wav,2026-06-05 14:54:51.258312+00,b11901052,gamma,gamma3,c2
810b5ceb-0104-4591-a72d-5a23bec4ed9e,r14525071_gamma2_c3a,You really think that is what he meant?,/clips/r14525071/gamma2_c3a.wav,2026-06-05 14:54:51.258312+00,r14525071,gamma,gamma2,c3a
811ab44c-90b3-4520-8579-d53712effc13,r12323023_alpha4_c2,Did the girl ever let you ride it?,/clips/r12323023/alpha4_c2.wav,2026-06-05 14:54:51.258312+00,r12323023,alpha,alpha4,c2
81d453b9-3012-41af-8408-2df4d124b8ad,b09207084_gamma5_c3b,There's a side of steamed vegetables.,/clips/b09207084/gamma5_c3b.wav,2026-06-05 14:54:51.258312+00,b09207084,gamma,gamma5,c3b
82309559-b270-41b3-8804-07931878d916,r14922a21_gamma3_c3a,What is the matter with your hand?,/clips/r14922a21/gamma3_c3a.wav,2026-06-05 14:54:51.258312+00,r14922a21,gamma,gamma3,c3a
825b32fe-19a7-484a-9279-78189a0a42ae,r14922009_gamma1_c2,"His first big kid's bike, this is so exciting!",/clips/r14922009/gamma1_c2.wav,2026-06-05 14:54:51.258312+00,r14922009,gamma,gamma1,c2
830534ac-8e26-41a8-97ec-71122a7ad4af,r14525071_beta6_c3b,I've had a really good time tonight.,/clips/r14525071/beta6_c3b.wav,2026-06-05 14:54:51.258312+00,r14525071,beta,beta6,c3b
83542e49-3c86-46e9-896f-76c0a29fe35b,r14922a21_gamma4_c2,Of course it's true and it hurts so bad.,/clips/r14922a21/gamma4_c2.wav,2026-06-05 14:54:51.258312+00,r14922a21,gamma,gamma4,c2
83dd56cb-74e3-4b39-8f65-90bd78c26331,b11901052_alpha3_c2,Half the guys out there have makeup on.,/clips/b11901052/alpha3_c2.wav,2026-06-05 14:54:51.258312+00,b11901052,alpha,alpha3,c2
84bc2f6f-6895-4327-92cf-21a4517b5aba,b11901052_alpha3_c3a,Half the guys out there have makeup on.,/clips/b11901052/alpha3_c3a.wav,2026-06-05 14:54:51.258312+00,b11901052,alpha,alpha3,c3a
85278d07-7ebf-40f4-8e8c-432049049eeb,b09207084_gamma6_c3a,Are you going to eat that bread?,/clips/b09207084/gamma6_c3a.wav,2026-06-05 14:54:51.258312+00,b09207084,gamma,gamma6,c3a
852f7904-53d9-4811-9a74-6a63aee3ea5c,b09207084_alpha4_c3b,Did the girl ever let you ride it?,/clips/b09207084/alpha4_c3b.wav,2026-06-05 14:54:51.258312+00,b09207084,alpha,alpha4,c3b
87c72cdf-0c5a-4cb8-9235-bdc3fa61916c,b11901052_alpha6_c3a,"Hey wait a minute, this one isn't dirty.",/clips/b11901052/alpha6_c3a.wav,2026-06-05 14:54:51.258312+00,b11901052,alpha,alpha6,c3a
890f9916-c7b1-49fa-944e-d097278edf50,r14525071_gamma1_c3b,"His first big kid's bike, this is so exciting!",/clips/r14525071/gamma1_c3b.wav,2026-06-05 14:54:51.258312+00,r14525071,gamma,gamma1,c3b
8918ee62-ecca-4a20-a272-3dec818238e8,r14922009_alpha5_c2,I never had a bike of my own.,/clips/r14922009/alpha5_c2.wav,2026-06-05 14:54:51.258312+00,r14922009,alpha,alpha5,c2
891c3e30-c1dc-4b6e-aad0-25ec9b160e79,r12323023_beta6_c3b,I've had a really good time tonight.,/clips/r12323023/beta6_c3b.wav,2026-06-05 14:54:51.258312+00,r12323023,beta,beta6,c3b
89d27ae2-986b-4278-a97b-6411e4ea7058,r14525071_gamma6_c3b,Are you going to eat that bread?,/clips/r14525071/gamma6_c3b.wav,2026-06-05 14:54:51.258312+00,r14525071,gamma,gamma6,c3b
8a0dbd8e-3190-42ce-8778-62a08dc93dee,b09207084_gamma2_c3a,You really think that is what he meant?,/clips/b09207084/gamma2_c3a.wav,2026-06-05 14:54:51.258312+00,b09207084,gamma,gamma2,c3a
8a6babc2-eb63-43d5-9eda-f24bd9ab850b,r12323023_alpha2_c3b,I think I shouldn't look directly at them.,/clips/r12323023/alpha2_c3b.wav,2026-06-05 14:54:51.258312+00,r12323023,alpha,alpha2,c3b
8ab85977-5975-48c8-9270-86541896953c,r12323023_beta6_c2,I've had a really good time tonight.,/clips/r12323023/beta6_c2.wav,2026-06-05 14:54:51.258312+00,r12323023,beta,beta6,c2
8b727090-781e-48cd-8f41-61f294f2c7da,b09207084_gamma6_c2,Are you going to eat that bread?,/clips/b09207084/gamma6_c2.wav,2026-06-05 14:54:51.258312+00,b09207084,gamma,gamma6,c2
8b96d125-7feb-4a5f-a5c7-628b4714c6e6,r12323023_alpha5_c2,I never had a bike of my own.,/clips/r12323023/alpha5_c2.wav,2026-06-05 14:54:51.258312+00,r12323023,alpha,alpha5,c2
8c4ac392-2466-47cd-a6a5-46924afe6347,b09207084_alpha5_c2,I never had a bike of my own.,/clips/b09207084/alpha5_c2.wav,2026-06-05 14:54:51.258312+00,b09207084,alpha,alpha5,c2
8c4d1dbd-a582-465e-9ecc-703a0e3160a7,b11901052_gamma5_c3a,There's a side of steamed vegetables.,/clips/b11901052/gamma5_c3a.wav,2026-06-05 15:28:45.157671+00,b11901052,gamma,gamma5,c3a
8cde957d-6ebc-452a-a4f4-de45ad42618e,b09207084_beta3_c3a,"Wow, I really get crabby when I cook.",/clips/b09207084/beta3_c3a.wav,2026-06-05 14:54:51.258312+00,b09207084,beta,beta3,c3a
8ce45113-b4c0-403c-9057-5369e8f4df28,r14922a21_beta2_c3b,Maybe we can put it in the guest bedroom.,/clips/r14922a21/beta2_c3b.wav,2026-06-05 14:54:51.258312+00,r14922a21,beta,beta2,c3b
8d6070d3-0381-487e-97ae-d8dee8aa04d1,b11901052_gamma6_c2,Are you going to eat that bread?,/clips/b11901052/gamma6_c2.wav,2026-06-05 14:54:51.258312+00,b11901052,gamma,gamma6,c2
8d7681a3-85f5-4c2c-b0f6-02fdf41121ac,r14525071_gamma5_c3a,There's a side of steamed vegetables.,/clips/r14525071/gamma5_c3a.wav,2026-06-05 14:54:51.258312+00,r14525071,gamma,gamma5,c3a
8dfd1420-054b-4059-8c54-70777d9fe76e,r14922009_beta6_c2,I've had a really good time tonight.,/clips/r14922009/beta6_c2.wav,2026-06-05 14:54:51.258312+00,r14922009,beta,beta6,c2
8e491936-9b30-450c-a218-18d3230c6fa2,r14525071_beta2_c3a,Maybe we can put it in the guest bedroom.,/clips/r14525071/beta2_c3a.wav,2026-06-05 15:28:45.157671+00,r14525071,beta,beta2,c3a
8f28f888-b69a-4d85-a080-2f37174ef399,r14922009_gamma5_c2,There's a side of steamed vegetables.,/clips/r14922009/gamma5_c2.wav,2026-06-05 14:54:51.258312+00,r14922009,gamma,gamma5,c2
8feb7ae1-4b3a-470b-8419-9bfb162a1c72,b09207084_alpha6_c3b,"Hey wait a minute, this one isn't dirty.",/clips/b09207084/alpha6_c3b.wav,2026-06-05 15:28:45.157671+00,b09207084,alpha,alpha6,c3b
9016a4d3-7a21-4e44-9409-10a8842b11f2,r14922a21_alpha5_c3a,I never had a bike of my own.,/clips/r14922a21/alpha5_c3a.wav,2026-06-05 14:54:51.258312+00,r14922a21,alpha,alpha5,c3a
904b15ee-a175-4f22-9e69-f69707e6eda0,r14525071_gamma4_c2,Of course it's true and it hurts so bad.,/clips/r14525071/gamma4_c2.wav,2026-06-05 14:54:51.258312+00,r14525071,gamma,gamma4,c2
90b374e2-0729-433a-95db-0366193f265b,b11901052_gamma2_c3a,You really think that is what he meant?,/clips/b11901052/gamma2_c3a.wav,2026-06-05 14:54:51.258312+00,b11901052,gamma,gamma2,c3a
91438a90-9d88-427a-a6de-76ff3ad1ae13,r14525071_alpha5_c2,I never had a bike of my own.,/clips/r14525071/alpha5_c2.wav,2026-06-05 14:54:51.258312+00,r14525071,alpha,alpha5,c2
91513f2e-db0a-46c9-8adb-5df8efddaa1a,b09207084_alpha1_c3b,I can't believe this is happening.,/clips/b09207084/alpha1_c3b.wav,2026-06-05 14:54:51.258312+00,b09207084,alpha,alpha1,c3b
91b511db-5de5-4ff7-b354-05667409956c,r14525071_alpha3_c3b,Half the guys out there have makeup on.,/clips/r14525071/alpha3_c3b.wav,2026-06-05 15:28:45.157671+00,r14525071,alpha,alpha3,c3b
92003890-d1bb-4518-ab9a-24e07e19696c,b11901052_alpha5_c3a,I never had a bike of my own.,/clips/b11901052/alpha5_c3a.wav,2026-06-05 14:54:51.258312+00,b11901052,alpha,alpha5,c3a
9264ad95-292c-459e-a9ca-6ea817b68524,b11901052_beta6_c2,I've had a really good time tonight.,/clips/b11901052/beta6_c2.wav,2026-06-05 14:54:51.258312+00,b11901052,beta,beta6,c2
928cc09d-e90b-4eb4-a4d2-b222c7d2219f,r14922a21_beta5_c3a,I think it's gonna be really hard.,/clips/r14922a21/beta5_c3a.wav,2026-06-05 15:28:45.157671+00,r14922a21,beta,beta5,c3a
92c4d7e9-a99e-4de3-9ada-601956a0a707,r14922a21_alpha3_c3a,Half the guys out there have makeup on.,/clips/r14922a21/alpha3_c3a.wav,2026-06-05 14:54:51.258312+00,r14922a21,alpha,alpha3,c3a
933295f0-0557-4e3c-af9c-ec29281c964d,b11901052_beta2_c3a,Maybe we can put it in the guest bedroom.,/clips/b11901052/beta2_c3a.wav,2026-06-05 14:54:51.258312+00,b11901052,beta,beta2,c3a
93795e28-8d99-4a13-825a-fec189d35d98,b11901052_alpha4_c2,Did the girl ever let you ride it?,/clips/b11901052/alpha4_c2.wav,2026-06-05 15:28:45.157671+00,b11901052,alpha,alpha4,c2
9389048f-3c8f-4699-8429-dee07a49788b,r14922a21_beta6_c2,I've had a really good time tonight.,/clips/r14922a21/beta6_c2.wav,2026-06-05 14:54:51.258312+00,r14922a21,beta,beta6,c2
96300335-e8c6-4642-94b7-191955751281,r12323023_alpha6_c3a,"Hey wait a minute, this one isn't dirty.",/clips/r12323023/alpha6_c3a.wav,2026-06-05 15:28:45.157671+00,r12323023,alpha,alpha6,c3a
9643d53d-6e36-409e-8788-f2f3692f9a1a,r14525071_alpha5_c3b,I never had a bike of my own.,/clips/r14525071/alpha5_c3b.wav,2026-06-05 14:54:51.258312+00,r14525071,alpha,alpha5,c3b
96d957b2-2b42-42b6-a9f1-dc9a87564014,r14922009_beta5_c3a,I think it's gonna be really hard.,/clips/r14922009/beta5_c3a.wav,2026-06-05 14:54:51.258312+00,r14922009,beta,beta5,c3a
9700465c-4ccd-4e18-9543-ecce858e7d88,r12323023_gamma6_c2,Are you going to eat that bread?,/clips/r12323023/gamma6_c2.wav,2026-06-05 14:54:51.258312+00,r12323023,gamma,gamma6,c2
97190e32-d456-4183-bdc9-d13d2b11e7a1,r14922a21_beta2_c2,Maybe we can put it in the guest bedroom.,/clips/r14922a21/beta2_c2.wav,2026-06-05 14:54:51.258312+00,r14922a21,beta,beta2,c2
98265ecf-d60b-4bbc-b61d-dd9b8e448f45,r14922a21_gamma1_c2,"His first big kid's bike, this is so exciting!",/clips/r14922a21/gamma1_c2.wav,2026-06-05 14:54:51.258312+00,r14922a21,gamma,gamma1,c2
98b1aeb0-8e59-455f-a950-bd385ea1db09,r14922a21_gamma2_c2,You really think that is what he meant?,/clips/r14922a21/gamma2_c2.wav,2026-06-05 14:54:51.258312+00,r14922a21,gamma,gamma2,c2
98d76109-5598-44e3-be74-d8bf33fb0b44,r14922009_alpha4_c2,Did the girl ever let you ride it?,/clips/r14922009/alpha4_c2.wav,2026-06-05 14:54:51.258312+00,r14922009,alpha,alpha4,c2
991dcc3a-a9a8-449a-962c-541787ec2fff,r14525071_gamma6_c3a,Are you going to eat that bread?,/clips/r14525071/gamma6_c3a.wav,2026-06-05 14:54:51.258312+00,r14525071,gamma,gamma6,c3a
996d5c6f-cecd-4551-ab8c-9d40aa4ae046,r14922a21_alpha4_c3b,Did the girl ever let you ride it?,/clips/r14922a21/alpha4_c3b.wav,2026-06-05 15:28:45.157671+00,r14922a21,alpha,alpha4,c3b
9a239a29-ec79-4401-b42f-78dec678bd71,b11901052_beta4_c3b,What kind of discount do we get?,/clips/b11901052/beta4_c3b.wav,2026-06-05 14:54:51.258312+00,b11901052,beta,beta4,c3b
9a35af0b-89da-4a0c-ae87-620ef62d49d2,r12323023_gamma4_c3b,Of course it's true and it hurts so bad.,/clips/r12323023/gamma4_c3b.wav,2026-06-05 14:54:51.258312+00,r12323023,gamma,gamma4,c3b
9b07476a-ee9b-4898-aac1-f94e66ea9ba8,b11901052_beta5_c3a,I think it's gonna be really hard.,/clips/b11901052/beta5_c3a.wav,2026-06-05 15:28:45.157671+00,b11901052,beta,beta5,c3a
9b862808-6afd-4359-9c7b-ac1078001400,b09207084_gamma1_c3b,"His first big kid's bike, this is so exciting!",/clips/b09207084/gamma1_c3b.wav,2026-06-05 14:54:51.258312+00,b09207084,gamma,gamma1,c3b
9c2942b8-d5d5-48e0-8dbe-fc8755085fa2,r14922a21_gamma5_c3b,There's a side of steamed vegetables.,/clips/r14922a21/gamma5_c3b.wav,2026-06-05 14:54:51.258312+00,r14922a21,gamma,gamma5,c3b
9cce0f89-ede7-4785-a7a5-174e1e508611,r14922a21_gamma6_c3b,Are you going to eat that bread?,/clips/r14922a21/gamma6_c3b.wav,2026-06-05 15:28:45.157671+00,r14922a21,gamma,gamma6,c3b
9cf83e3b-93b8-4942-9afc-2594bd40d876,b09207084_beta3_c2,"Wow, I really get crabby when I cook.",/clips/b09207084/beta3_c2.wav,2026-06-05 14:54:51.258312+00,b09207084,beta,beta3,c2
9dade924-da4d-4010-b42f-8d96f96b1411,b09207084_beta5_c2,I think it's gonna be really hard.,/clips/b09207084/beta5_c2.wav,2026-06-05 14:54:51.258312+00,b09207084,beta,beta5,c2
9dcfc685-28df-44f9-a84e-60f696870682,r14525071_gamma4_c3a,Of course it's true and it hurts so bad.,/clips/r14525071/gamma4_c3a.wav,2026-06-05 14:54:51.258312+00,r14525071,gamma,gamma4,c3a
9eda730b-deaa-4308-8ab0-2c0942e89ec0,b09207084_gamma6_c3b,Are you going to eat that bread?,/clips/b09207084/gamma6_c3b.wav,2026-06-05 14:54:51.258312+00,b09207084,gamma,gamma6,c3b
9f585178-9714-485d-a71d-4409744f4038,r14525071_alpha1_c3b,I can't believe this is happening.,/clips/r14525071/alpha1_c3b.wav,2026-06-05 14:54:51.258312+00,r14525071,alpha,alpha1,c3b
9f7a5417-7c2b-4849-825f-05f11c9d91bf,r14922009_gamma4_c3b,Of course it's true and it hurts so bad.,/clips/r14922009/gamma4_c3b.wav,2026-06-05 14:54:51.258312+00,r14922009,gamma,gamma4,c3b
9fae8763-a647-4553-ba29-bc155db7c163,b11901052_gamma6_c3b,Are you going to eat that bread?,/clips/b11901052/gamma6_c3b.wav,2026-06-05 14:54:51.258312+00,b11901052,gamma,gamma6,c3b
9fe401cb-14b4-407b-a827-f63c7afb1ac0,r12323023_gamma3_c3b,What is the matter with your hand?,/clips/r12323023/gamma3_c3b.wav,2026-06-05 14:54:51.258312+00,r12323023,gamma,gamma3,c3b
a174ec0b-24e0-4226-a059-3e1f02a25f24,r14525071_gamma3_c2,What is the matter with your hand?,/clips/r14525071/gamma3_c2.wav,2026-06-05 14:54:51.258312+00,r14525071,gamma,gamma3,c2
a212a9e4-6d4d-4c0f-b084-abb13260ab4a,r14525071_alpha4_c3a,Did the girl ever let you ride it?,/clips/r14525071/alpha4_c3a.wav,2026-06-05 14:54:51.258312+00,r14525071,alpha,alpha4,c3a
a2187869-8122-4b47-9b60-5b67b6a29d92,b09207084_gamma5_c3a,There's a side of steamed vegetables.,/clips/b09207084/gamma5_c3a.wav,2026-06-05 14:54:51.258312+00,b09207084,gamma,gamma5,c3a
a25b9c8b-0fe3-42f6-a6e1-3e555f4337ed,r14525071_beta5_c3a,I think it's gonna be really hard.,/clips/r14525071/beta5_c3a.wav,2026-06-05 15:28:45.157671+00,r14525071,beta,beta5,c3a
a462c6f0-c769-4704-8e5b-4102528c8b11,r12323023_alpha5_c3b,I never had a bike of my own.,/clips/r12323023/alpha5_c3b.wav,2026-06-05 14:54:51.258312+00,r12323023,alpha,alpha5,c3b
a46b2e37-97d1-4789-bc0d-57867f4fabe0,b11901052_gamma6_c3a,Are you going to eat that bread?,/clips/b11901052/gamma6_c3a.wav,2026-06-05 15:28:45.157671+00,b11901052,gamma,gamma6,c3a
a56de868-966e-431e-9328-f3dd20c64e50,r14922a21_beta2_c3a,Maybe we can put it in the guest bedroom.,/clips/r14922a21/beta2_c3a.wav,2026-06-05 14:54:51.258312+00,r14922a21,beta,beta2,c3a
a71c8e4a-37ef-4a2a-8811-1563a9e28b27,r14525071_alpha2_c3a,I think I shouldn't look directly at them.,/clips/r14525071/alpha2_c3a.wav,2026-06-05 14:54:51.258312+00,r14525071,alpha,alpha2,c3a
a72a894c-bbac-441d-9f34-f5af7bbf125c,b11901052_beta2_c3b,Maybe we can put it in the guest bedroom.,/clips/b11901052/beta2_c3b.wav,2026-06-05 15:28:45.157671+00,b11901052,beta,beta2,c3b
a78a2d5f-33f2-4802-9217-cf10d54c7e8d,r14525071_beta5_c3b,I think it's gonna be really hard.,/clips/r14525071/beta5_c3b.wav,2026-06-05 14:54:51.258312+00,r14525071,beta,beta5,c3b
a7bd0359-9fcc-40b7-9ab0-dc3b11cb0d32,b09207084_alpha4_c3a,Did the girl ever let you ride it?,/clips/b09207084/alpha4_c3a.wav,2026-06-05 15:28:45.157671+00,b09207084,alpha,alpha4,c3a
a7cfd365-a97d-4b46-912b-ffe1e7e08b5f,r14922a21_gamma4_c3b,Of course it's true and it hurts so bad.,/clips/r14922a21/gamma4_c3b.wav,2026-06-05 14:54:51.258312+00,r14922a21,gamma,gamma4,c3b
a829b216-6a6e-42b1-a3b2-07daf399a5e6,r14922a21_beta3_c2,"Wow, I really get crabby when I cook.",/clips/r14922a21/beta3_c2.wav,2026-06-05 14:54:51.258312+00,r14922a21,beta,beta3,c2
a8511f0d-3a09-4f58-851a-bc2cd4a6931e,r14922a21_beta1_c3a,There's nothing wrong with speaking correctly.,/clips/r14922a21/beta1_c3a.wav,2026-06-05 14:54:51.258312+00,r14922a21,beta,beta1,c3a
a8b79a1d-5faf-4518-953a-51bbe66c51dd,b09207084_gamma2_c2,You really think that is what he meant?,/clips/b09207084/gamma2_c2.wav,2026-06-05 14:54:51.258312+00,b09207084,gamma,gamma2,c2
a9879424-e129-4428-b98d-a4ded13c5f37,r14525071_gamma4_c3b,Of course it's true and it hurts so bad.,/clips/r14525071/gamma4_c3b.wav,2026-06-05 14:54:51.258312+00,r14525071,gamma,gamma4,c3b
a9be2c88-ae59-4ec9-bb3d-09cfdfd141e8,r14922009_alpha1_c3a,I can't believe this is happening.,/clips/r14922009/alpha1_c3a.wav,2026-06-05 14:54:51.258312+00,r14922009,alpha,alpha1,c3a
a9bf2624-1a8b-4f9b-91d6-073b67283239,r14922a21_gamma2_c3b,You really think that is what he meant?,/clips/r14922a21/gamma2_c3b.wav,2026-06-05 14:54:51.258312+00,r14922a21,gamma,gamma2,c3b
aa0052fb-6096-4c6c-9a8b-d2eba7b0f53d,r14922009_beta2_c3a,Maybe we can put it in the guest bedroom.,/clips/r14922009/beta2_c3a.wav,2026-06-05 14:54:51.258312+00,r14922009,beta,beta2,c3a
aaf86564-797f-4ba9-8a67-077e2a6a4911,r14922009_gamma6_c2,Are you going to eat that bread?,/clips/r14922009/gamma6_c2.wav,2026-06-05 15:28:45.157671+00,r14922009,gamma,gamma6,c2
acbe9c10-ccff-493f-aa7c-4b60f2314531,r12323023_alpha4_c3b,Did the girl ever let you ride it?,/clips/r12323023/alpha4_c3b.wav,2026-06-05 14:54:51.258312+00,r12323023,alpha,alpha4,c3b
ad3ad239-cc1e-4d42-924a-60f47206d1aa,r12323023_gamma1_c3a,"His first big kid's bike, this is so exciting!",/clips/r12323023/gamma1_c3a.wav,2026-06-05 14:54:51.258312+00,r12323023,gamma,gamma1,c3a
ae2b456f-ea03-4abe-af5f-dcf067aa8b3e,b09207084_gamma1_c2,"His first big kid's bike, this is so exciting!",/clips/b09207084/gamma1_c2.wav,2026-06-05 15:28:45.157671+00,b09207084,gamma,gamma1,c2
afd20ede-be32-40b7-80ac-019afcbee78e,b09207084_gamma3_c3a,What is the matter with your hand?,/clips/b09207084/gamma3_c3a.wav,2026-06-05 14:54:51.258312+00,b09207084,gamma,gamma3,c3a
b05a22e7-beb2-4e3c-a244-e69c3394bab4,r12323023_alpha4_c3a,Did the girl ever let you ride it?,/clips/r12323023/alpha4_c3a.wav,2026-06-05 14:54:51.258312+00,r12323023,alpha,alpha4,c3a
b1f620e4-f5e5-438f-bce7-d85e88f5d631,r14922009_gamma2_c2,You really think that is what he meant?,/clips/r14922009/gamma2_c2.wav,2026-06-05 14:54:51.258312+00,r14922009,gamma,gamma2,c2
b2685b5b-6962-4e5a-8edd-f3fded3dfe05,r14922a21_beta5_c3b,I think it's gonna be really hard.,/clips/r14922a21/beta5_c3b.wav,2026-06-05 15:28:45.157671+00,r14922a21,beta,beta5,c3b
b3296841-e16f-4228-95e2-c6432ee513c9,b11901052_alpha5_c2,I never had a bike of my own.,/clips/b11901052/alpha5_c2.wav,2026-06-05 14:54:51.258312+00,b11901052,alpha,alpha5,c2
b453159d-841f-43dc-b122-f9b06781df8f,r14922009_gamma4_c3a,Of course it's true and it hurts so bad.,/clips/r14922009/gamma4_c3a.wav,2026-06-05 14:54:51.258312+00,r14922009,gamma,gamma4,c3a
b4c5cd43-d612-4fc4-befa-09d08d5dd94d,r14922009_beta3_c2,"Wow, I really get crabby when I cook.",/clips/r14922009/beta3_c2.wav,2026-06-05 14:54:51.258312+00,r14922009,beta,beta3,c2
